lap_id,driver,air_temp,track_temp,track_usage,humidity,wind_vel,wind_dir,precipitation,cloud_cover,fog_level,fuel_level,fuel_used,tire_compound
01K6ZVNKP7GA52EKAEVYNRWXK1,Corentin Charles,20.523916,22.22222900390625,57.0,0.8404351,3.0785666,5.5385604,0,2,0,6.9702706,3.008554,1.0
01K7CNQ8FAMJQB6N75D27PK5WZ,Cory Kalina,19.605476,20.0,,0.95,4.6317334,4.1325226,0,2,0,42.741528,3.025131,1.0
01JW063CE5WRVQJX4PP7CX1WA4,Cory Pastro,18.333334,18.333343505859375,,0.45,0.89408004,0.0,0,3,0,7.5733943,3.0993063,1.0
01K4RRAMFBTM2SD5RW1JEA2Q1B,Cory Patton,20.0,20.555572509765625,42.0,0.0,0.89408004,0.0,0,3,0,35.9817,3.1507273,1.0
01KD6HWD96T0BHR4RGTYHFG750,Craig Cameron,19.516045,25.555572509765625,57.0,0.5551372,2.4995892,2.5633287,0,2,0,23.975834,3.0679004,1.0
01K55SDXEW5821W7892HBNPV7V,Cristobal Valenzuela,20.336004,33.888885498046875,71.0,0.74793017,3.610285,3.061347,0,3,0,38.528378,3.0766544,1.0
01KD44FYK22TBW6KFBFA1F1TYJ,Cristopher Cuebas,18.615887,19.4444580078125,100.0,0.6774855,2.845798,1.8944738,0,2,0,33.60605,3.0495145,1.0
01KKV8K16FR5MMZK3JQFB7D0KT,Daehyun Oh,20.637497,29.4444580078125,71.0,0.69901556,3.6120367,4.824599,0,4,0,36.64426,3.0857034,1.0
01KCF7D0AXGFFPWKQ3THC8JWVV,Dale Pedersen,21.111113,22.22222900390625,57.0,0.45,0.89408004,0.0,0,3,0,36.486023,3.1049528,1.0
01KC56SC5HTY7BAW059Y6FGKM9,Damien Cross,18.88889,22.77777099609375,15.0,0.23,2.2352,0.0,0,3,0,85.04846,3.1071541,
01KCY4677W800EQDF7D44GM4XV,Dan Carpenter2,20.154028,20.555572509765625,42.0,0.2273906,0.76699936,0.8824193,0,3,0,36.438232,3.15137,1.0
01K75YX1G819XASVMF7P7W3GWM,Dan Cvorak,20.47269,24.4444580078125,15.0,0.7762653,2.180328,4.694166,0,2,0,21.155094,3.0744896,1.0
01K74GAW4NFFH35HQHAEH8NSK5,Dan J Turner,19.82417,22.77777099609375,57.0,0.84094715,4.6871276,2.221865,0,3,0,61.798916,3.0495915,1.0
01KD6YNYJVQ18J4B3PKSEDMSG2,Dan Perez,19.131708,23.333343505859375,28.0,0.51368153,5.0171437,0.005357917,0,2,0,39.80958,3.072427,1.0
01KDMRW4FB6CC0HFWR6SCYG8WP,Danell Primera,18.698511,23.888885498046875,42.0,0.7682403,5.9776907,5.238595,0,2,0,36.428192,3.061643,1.0
01KG317MKVK2REM7RENHXJVHZQ,Dangerous,18.333334,41.111114501953125,-1.0,0.45,0.89408004,0.0,0,2,0,18.575659,3.1278467,
01K75EWFRCYZXM05P4TDCZ38MN,Daniel A Morales,19.66979,21.666656494140625,71.0,0.9470084,2.6860943,5.8194647,0,2,0,23.56076,3.1313057,1.0
01JXX49RNNV3QH9NW5N7NBSW7D,Daniel A Silva,20.725235,37.77777099609375,57.0,0.66473997,4.286881,0.22965878,0,2,0,39.124943,3.1314466,1.0
01KD5SNEEBQ1DBCCJ0PHJVT21T,Daniel Hernández4,18.991322,25.0,,0.66099983,4.267512,1.5894257,0,2,0,17.173952,3.168885,1.0
01KDGTQNPSWX32MA824ZABV33X,Daniel Hölbling-Inzko,18.976295,20.0,-1.0,0.7212549,3.0884233,0.033930477,0,4,0,44.16125,2.9446068,
01K6Y5QX0RPX4X2V2XS6Q33BGN,Daniel Pino2,19.418123,21.111114501953125,71.0,0.95,3.181154,3.9950855,0,3,0,44.576786,2.951673,1.0
01KKWD5W7FBQKVHYR2M8VAT51R,Daniel T. Schmidt,20.24058,30.555572509765625,42.0,0.69347894,3.4309323,6.0770683,0,4,0,29.897228,3.1509645,1.0
01K7A91899W68CRD25XFZG8864,Daniel Wieland2,19.267597,20.555572509765625,,0.95,2.8161335,5.6900086,0,3,0,34.5071,3.128436,1.0
01KDMW3FY1TTMAY3729P98BWT0,Daniele Amalfi,19.082785,25.555572509765625,28.0,0.55998766,3.0638669,1.143376,0,2,0,16.703537,3.09277,1.0
01KD67ASMF25BW002QNX4B49H2,Daniele Borghi,18.762112,23.888885498046875,42.0,0.62152064,5.8023233,5.0306764,0,2,0,75.574,3.1356628,1.0
01KDKGFZPKQN2MK247EVBD0YRA,Danilo Testa,18.787373,23.888885498046875,42.0,0.8751857,4.474537,0.5400383,0,2,0,33.51182,3.1156514,1.0
01KDNGRQ5XDYW2JPXM6078X5SG,Dario Canet,18.955238,25.555572509765625,71.0,0.65166646,1.477429,1.0626045,0,2,0,13.899736,3.082568,1.0
01K72N0RYYZNFFSNXDXQM9GTFP,Dave Van den Driessche,20.053385,21.666656494140625,42.0,0.8885396,4.5154204,2.190083,0,3,0,12.207523,3.0253637,1.0
01JYY4ZAFYZG4N2CAKAPZZ6ACZ,Dave Van Veen2,19.607166,24.4444580078125,42.0,0.85310096,6.005284,0.3397953,0,4,0,33.158703,3.058968,1.0
01KDDWM236RQVA01AFHX04YRBW,David Avendaño2,18.959848,25.0,71.0,0.6369025,3.5231278,0.060240444,0,2,0,38.595196,3.0928357,1.0
01K7ES87Z50TMSV19K7ETSJMWE,David Fonseca Hernández,19.090376,21.666656494140625,71.0,0.868756,3.1777816,0.15579289,0,2,0,13.660152,3.0248482,
01KDE9FQJ7X6M057GM0B5ST0J0,David Hertling,19.138628,25.0,28.0,0.45638317,2.975912,2.4301438,0,2,0,17.734142,3.0641427,1.0
01KD50KDMFKNZ2X84QT0WW1QZC,David Monterrosa,18.756163,24.4444580078125,42.0,0.8271104,4.7156296,0.6385233,0,2,0,42.371574,3.0803108,1.0
01K57NEJW5HC0ZRSJBKMX5J9WM,David Nemcek,20.061916,36.666656494140625,57.0,0.79686505,4.5360518,1.5971309,0,3,0,17.551691,3.105673,1.0
01K7D398HNWKRGW5ZPE1NZXN1R,David R Fernandes,19.023846,20.0,95.0,0.95,2.0452678,4.7134533,0,2,0,3.9146569,3.065849,1.0
01KDENJM5HSX0RZ6WG5EXZ1BBH,David Schwiegeraht,18.887127,24.4444580078125,15.0,0.6305215,5.467627,0.64130753,0,2,0,27.554893,3.049785,1.0
01KDD1G76H05CYQW02E45S3TYJ,Davide Angeloni,18.705908,25.0,-1.0,0.82700795,3.8497014,6.1417804,0,2,0,43.162247,2.9870775,1.0
01K75KKBS6QA16MK201TXX0EWR,Davide Colombo3,19.758272,20.555572509765625,57.0,0.837579,3.9736726,5.497906,0,2,0,3.6102874,3.0203092,1.0
01KDE3DXRQPEF4VX55JBV2CWY7,Davide Macchiusi,19.057604,25.555572509765625,42.0,0.49285498,1.1943948,1.5837008,0,2,0,26.598389,3.098683,1.0
01K0A0J5E93KF9VM1XPHBE7W8G,Davide Mehdaoui,26.16527,27.77777099609375,100.0,0.5578465,1.4112133,3.3894205,0,1,0,7.038962,3.1575556,1.0
01KKWBVM812359F18YQRN9D8HM,Demetrio Fontclara,20.792467,26.666656494140625,71.0,0.66752476,2.9293773,4.4088902,0,4,0,33.633026,3.0313902,1.0
01KKVCVXD8AGMCYJVKS09ERS79,Demo Drive,25.647022,40.0,42.0,0.44753367,0.89408,1.7484555e-07,0,2,0,42.554867,3.0622137,1.0
01K74JBGFZW3RD1BCCWPNX08EY,Denis Duarte,19.325747,20.0,57.0,0.91043687,3.4336398,3.6352384,0,3,0,39.47894,3.0587332,1.0
01KDHE9FXY295Q9QEKJT6AC4YG,Denis Malyshin,19.002352,25.0,,0.53045875,1.2054298,2.7251005,0,2,0,19.696112,3.0963998,1.0
01KD8YQJ059TE5VJGQ81MH0TK5,Denis Shapkin,18.807222,23.888885498046875,95.0,0.7003113,6.2557974,1.9417951,0,2,0,19.14161,3.1286106,1.0
01K7FRM2C5VFZJ8Z016GZ4Q15B,Dennis Iniguez,19.331957,21.666656494140625,57.0,0.95,2.8984532,5.2991686,0,3,0,8.396245,3.0209723,1.0
01KD8ZNM4TY6VGK7AESH64NG1P,Derek Hull,18.727818,23.888885498046875,42.0,0.785074,6.000679,1.7579676,0,2,0,27.785255,2.9899516,1.0
01KDNRW1QYVZ6X7XSYZNAZAHS5,Dhruv Chawla,18.98572,24.4444580078125,42.0,0.6013932,6.7413187,1.3814927,0,2,0,9.114468,3.1137488,
01KDG1TNXH2NBN28MA7X6DV24C,Di Zhang2,18.97871,24.4444580078125,28.0,0.66379225,5.721218,5.278941,0,2,0,21.690372,3.0445795,1.0
01KDAZ3B3ANJ330BEY1NC3BAAH,Diego App,18.71703,23.333343505859375,57.0,0.6985658,4.6405206,2.4616287,0,2,0,23.837526,3.1149318,1.0
01KDB4C69SZREC6SCTFMZH3JHA,Dmitry Sokolov2,19.140753,23.888885498046875,15.0,0.6214319,3.7058165,2.009841,0,2,0,5.022285,3.017759,1.0
01JSCV82WFB7VPQGR9HH3JJYFK,Dmitry Zimin,20.45249,36.111114501953125,84.0,0.6263125,4.500614,0.3555357,0,1,0,5.056985,3.0518994,1.0
01K931YN6FS9Z76SVT6V4NRED3,Dodi Ferdi,21.111113,26.666656494140625,57.0,0.55,1.34112,3.1415927,0,3,0,21.256927,3.0984268,1.0
01K0PZDV046RHM7FVRMJ7V3B0E,Dolores Abernathy,18.333334,25.0,28.0,0.0,0.44704,2.3561945,0,3,0,18.464718,3.3096516,1.0
01K71T3AEV91DD4CMGQJP1WAJN,Dominik Eglseder,18.853264,20.0,15.0,0.9318785,3.0524867,5.901459,0,1,0,39.37526,3.1260035,1.0
01KDJHNWMESQ8J8FYA19R0FXJK,Dominik Gárel2,19.198328,23.888885498046875,42.0,0.59365976,3.6341221,0.1908285,0,2,0,23.684027,3.1465468,1.0
01JXF5V34KG0J7BF190A0HBXSG,Dominik Khoroshavin,27.785648,37.77777099609375,42.0,0.20745249,1.1588724,2.0703132,0,3,0,39.14141,3.155208,1.0
01JRK3MJ0EGJRC76EP3WZPPKAV,Drazen Lovren,20.050692,38.333343505859375,57.0,0.91927356,0.68678457,2.7570293,0,1,0,45.76335,3.087543,1.0
01KD3H6E4ZJYSNVXDAWAYF3BEM,Dwarak Adugodi Vittal,19.876318,20.0,42.0,0.34639618,0.75052977,2.8991394,0,3,0,8.427655,3.1295147,1.0
01K74WJJZFBNR5HJRRNZ8Y131E,Dylan C Allen,18.793,21.666656494140625,71.0,0.95,4.730042,5.2973413,0,2,0,25.645176,3.1037169,1.0
01K7CMK784JG8C1VFXGXY3Z393,Dániel Kovács,19.319345,21.111114501953125,57.0,0.82825774,5.0615015,0.2079584,0,2,0,32.196857,3.114365,1.0
01J516KEH1MGN890AEBFH07RXZ,E Bennett Parsons,30.284073,46.111114501953125,71.0,0.19395189,2.638754,1.1831642,0,1,0,3.948418,3.0557635,1.0
01KDDPS6ZHQ1AJTWV4YEWWZD2M,Eder Goros,19.14265,24.4444580078125,71.0,0.5445898,3.516774,1.5807797,0,2,0,4.798924,3.0935254,1.0
01K72189PC8C9SB3QRCVHAH10V,Edin Frzina,19.228956,22.22222900390625,15.0,0.90913427,4.089007,5.8508716,0,2,0,23.4825,3.1217782,1.0
01K63K7A70KSY7YK4S1C0JDRMQ,Eduardo Abreu3,19.609632,20.555572509765625,57.0,0.89474845,2.5791898,5.2630568,0,3,0,38.78075,3.02787,1.0
01KDF76X35MDRYS720M92ZWD59,Edward Vartanessian,19.090809,24.4444580078125,57.0,0.48116142,3.9051464,2.4483337,0,2,0,26.589586,3.1521902,1.0
01KDKYGDWC66BY5QZRN5GTD1XF,Edwin Gonzalez,18.868195,20.0,,0.95,4.232569,3.942754,0,3,0,27.868809,3.1127436,1.0
01KJGC89D0SSGGQHW3G9N4VK0Y,Eliot Ostling,18.718872,20.555572509765625,15.0,0.59347135,4.8238306,0.015858348,0,3,0,18.51135,3.046336,1.0
01KDH3KFF7T8QT28VMKSQDRBW4,Elis Ramirez,18.912106,23.888885498046875,57.0,0.6702773,4.085063,6.1196465,0,2,0,20.418085,3.0956771,1.0
01KDQQ57CDY1AM7R9B8AG0RM5Q,Elliot Stanley,19.285765,24.4444580078125,57.0,0.49951518,3.7384713,0.6579158,0,2,0,23.803009,3.143426,1.0
01KD6AGS7B7J8APB34DDZDJY53,Emerson Estrella,18.708864,22.22222900390625,42.0,0.6859381,5.01581,5.075148,0,2,0,6.957964,3.131641,1.0
01KDJKNRSJ1VXQJ2PGSCKNBDFX,Emilio Alvarez,18.950699,24.4444580078125,84.0,0.7254099,7.29966,1.725782,0,2,0,21.447483,2.95936,1.0
01JVWC4CNFXBT3XEGEW55390CC,Emilio Lanzini,23.80168,24.4444580078125,95.0,0.4843953,4.263338,2.9106119,0,2,0,4.992966,3.0473115,1.0
01KD6G2QXVJG6NAD2MNQFT12VN,Enzo Cappella,19.151846,25.0,57.0,0.5754129,4.139023,2.7709565,0,2,0,20.026613,3.0306065,1.0
01KDMSYYP41XMBSSRRD47PSJTF,Enzo Loiseau2,18.584742,23.333343505859375,28.0,0.8987205,5.490878,1.2077786,0,2,0,29.366127,3.052437,1.0
01KDM0QRDF1EAV0YP3PTFZWQ4X,Eric Laurin,18.904404,25.0,71.0,0.56285834,3.200965,2.382554,0,2,0,25.365013,3.0894406,
01KDJPB96N1054VTX65QXJKXTT,Erik Buter,18.975262,24.4444580078125,42.0,0.67352074,4.0111833,0.8366887,0,2,0,17.66095,3.1081245,1.0
01K7FMQQ2DX8SZ9DRR246SZXYV,Erik Gebhard,19.03179,21.666656494140625,84.0,0.8898464,4.7648363,6.2679057,0,2,0,13.847801,3.0101557,1.0
01K6Y502CWK2VTSB1NCMECM3RQ,Estefano Silva,18.631199,20.0,57.0,0.95,3.8566322,0.24146575,0,1,0,42.970478,2.9768956,1.0
01KDEH6TMAV2Q5QFSF37JKJFWV,Ethan Page,18.915302,22.77777099609375,28.0,0.62417895,5.7674513,0.86711854,0,2,0,29.313738,3.0788133,1.0
01KKW58RAYT0T8346EJRQXEA2X,Ethan Turner2,20.044767,25.0,15.0,0.63083434,2.073157,4.169225,0,4,0,42.654194,3.1337674,1.0
01KD6SA2X6SNJFQ7MCMH24AEG1,Ethan W Matthews,18.879635,24.4444580078125,42.0,0.5921208,1.76655,0.2085554,0,2,0,30.509003,3.1080909,1.0
01KD1RKDDFN21H85BNE20C4GWG,Ethan Wang,20.646683,21.111114501953125,42.0,0.22224338,0.5265938,0.5277907,0,3,0,39.10504,3.0336463,1.0
01KDKJMBRWFKYJJXVYQ67JR8M1,Eugen Jochim,18.88889,18.888885498046875,28.0,0.63,3.1292799,2.3561945,0,2,0,21.426805,3.0706646,1.0
01KEW91SHFWN6KZ8ZJQTQ8QYK6,Eugeniy Korolev,19.06698,23.888885498046875,,0.537082,4.4028955,1.6288582,0,2,0,29.982014,3.147727,1.0
01KDE1P1ZBCK00V0J0KMTNX0MB,Fabian Hofmann,18.931515,24.4444580078125,,0.5538628,3.8090706,1.6963974,0,2,0,42.155174,3.1719542,1.0
01K7D98NJCBGR6676WWBMRWM2R,Fabio Durante,18.90468,21.666656494140625,42.0,0.95,3.3273783,5.0240173,0,2,0,8.57707,3.0638223,1.0
01K789E6S4T2P9PVNNR0YS395A,Fabricio C Garcia,19.983944,22.77777099609375,15.0,0.7999131,3.4995978,5.84067,0,2,0,30.02924,3.1322162,1.0
01KDKC1YXN18J67KN4CEKRB8XN,Faizal Mehrabi,18.94465,25.0,15.0,0.56103,2.5663526,1.9314578,0,2,0,19.557594,3.119632,1.0
01JWMGV5AT2R1BYRVH1YAHBW1H,Faris Zulqarnain,21.416504,39.4444580078125,-1.0,0.5584068,1.9478492,6.2407784,0,1,0,3.7741277,3.167691,1.0
01K70Z5TJZ84W3RYN8N91PJ8RZ,Feddo Koeman,19.536428,21.666656494140625,57.0,0.95,2.2112212,6.1757154,0,2,0,39.807156,3.0311105,1.0
01K7Y812GPH6ZQ64NWW9567362,Federico Casassa,18.926176,21.666656494140625,-1.0,0.95,3.682016,6.267617,0,2,0,39.687286,3.0403516,1.0
01K72W3X4DKPKQZA6CH5B0RVJ1,Federico Mariani,19.004387,21.111114501953125,15.0,0.95,4.463928,0.114939384,0,2,0,39.169518,3.1493716,1.0
01KBT2TGNM9RDSYWMFMXWGBHDW,Felix Di Tommaso,19.621584,20.555572509765625,42.0,0.9345924,1.7444619,4.490762,0,1,0,20.573587,3.1057718,1.0
01K7DMZRHWD7VRZW5CKSFA279T,Fernando A Fernandes,19.728848,21.666656494140625,-1.0,0.8471339,1.4577954,0.7350947,0,3,0,30.70447,2.9283967,1.0
01K572NRFJA7GWBBVRNZYZ1S6C,Fernando Agnolon,19.815725,36.111114501953125,100.0,0.898067,2.3744054,0.76761407,0,3,0,26.913853,3.0195384,1.0
01KKT29RC5DZ34E48WFBZ4D39V,Fernando Araiza,20.522537,25.0,28.0,0.7774198,3.6095245,4.2505302,0,4,0,45.58558,3.1523926,1.0
01KD4S3RHH79ANDK7R7E38NXQJ,Fernando Sacramento,19.400143,25.555572509765625,84.0,0.5357017,2.354917,2.221843,0,2,0,23.035654,3.1042519,1.0
01JYFQTNG5YHS59D68WBCNXVWW,Fernando Signoretto,27.777779,28.888885498046875,,0.45,5.8115196,0.0,0,2,0,42.677788,3.1072,1.0
01KJPMWH8D55XM51ZR6KG758B8,Finley Mcquade2,19.089079,24.4444580078125,-1.0,0.6831219,2.45398,2.852345,0,2,0,10.167817,3.110592,1.0
01K55N5GYTJ5ZCNVST0JAKMN3Y,Flatout Sim Racing,18.333334,20.0,-1.0,0.089999996,0.89408004,0.0,0,1,0,39.85919,3.1228466,1.0
01K4P2S3R194MJTKCPN5G6M33E,Flatout Sim Racing2,21.111113,23.333343505859375,42.0,0.14,0.89408004,0.0,0,1,0,11.963104,3.1266747,
01K55MVMF1BN0MJYANQ86WBRAK,Flatout Sim Racing4,18.333334,20.0,57.0,0.089999996,0.89408004,0.0,0,1,0,4.6822896,3.1639855,1.0
01K4XX9Z2X9P20GGJFKV27F310,Flatout Sim Racing5,21.111113,23.333343505859375,42.0,0.14,0.89408004,0.0,0,1,0,-3.1081207,3.1295354,1.0
01KDBTQE0FSWWSP5582BXEGN6H,Flavio Barros,18.85518,25.0,95.0,0.6480495,3.919345,2.0811558,0,2,0,17.810566,3.0810077,1.0
01KDB733JKS5B8CWX1VAZPBAWR,Florian Danner,19.226664,24.4444580078125,15.0,0.6197696,4.6504235,2.008212,0,2,0,15.918373,3.1198006,
01KKHERMKRVJNFAB037DN65D8B,Fotis Katechos2,19.558687,24.4444580078125,57.0,0.74350715,0.8452665,4.647885,0,2,0,18.352514,3.088567,1.0
01KD8GZMVRV46PZ45JP0MSGFNJ,Francisco Javier Espinosa Delgado,18.80722,24.4444580078125,,0.7881187,5.2678866,0.35643214,0,2,0,31.310085,3.1493986,1.0
01KDKFSCBMJ05MGGK4JWR2DH2C,Francisco Sousa3,18.92797,24.4444580078125,42.0,0.45566085,4.0151052,1.7071253,0,2,0,39.32198,3.0772202,1.0
01K7Y2230J0SAH3XGYC8YRBJYN,Freddie Burden,19.315897,21.111114501953125,-1.0,0.95,2.4904013,3.3158946,0,3,0,41.29986,3.0613604,1.0
01JXW0FCN5TDP951W91KTB2VWK,Fábio José B Ferreira,20.315174,37.22222900390625,57.0,0.67424756,3.8381906,0.34515446,0,2,0,42.338787,3.0214567,1.0
01KD836HH3FTN3WRYZJ9GS2PGF,Gabriel Viera,18.955637,24.4444580078125,57.0,0.689705,3.5625682,5.4096766,0,2,0,21.104841,3.036838,1.0
01KDBRHN8QBM5V6HRBVGCNA50Z,Gabriele Calvi Parisetti,18.952536,24.4444580078125,28.0,0.5722603,4.1226583,1.0103613,0,2,0,30.595007,3.0898178,1.0
01KDE1F1SSKG33VTQ3DAS9D7S4,Gabriele Castelli2,19.074478,25.0,15.0,0.619813,4.623497,6.033943,0,2,0,23.44131,3.1592195,1.0
01K95BJ7R61RYH86ENEH3WM10Z,Gabriele Rizzo2,20.0,21.666656494140625,100.0,0.9,1.34112,3.1415927,0,3,0,34.266933,3.1025,1.0
01JR14NPW88MAVBQKQ236XV7R8,Galahad Ma,23.795204,26.111114501953125,42.0,0.3325133,1.6017857,3.963505,0,3,0,45.833073,3.0563245,1.0
01KKZA1CVW25B70PG2PK6NQFNB,Gareth Kalber,18.47664,19.4444580078125,28.0,0.95,4.623006,5.8281937,0,3,0,36.820084,3.0733666,1.0
01K6XVY2K84QN7E9AHX9HSZYG6,Gareth McRae,19.42621,20.0,42.0,0.95,2.0212584,4.943841,0,2,0,39.522854,3.0712671,1.0
01JX53TK6JNK7REGYAZ3HES5X1,Garrett Lund,18.333334,18.888885498046875,100.0,0.0,0.44704002,0.0,0,4,0,48.561203,3.154851,1.0
01K78S275RJDPFGXH1TQV8PTWG,Gary OteroB,19.526567,21.666656494140625,28.0,0.86663705,3.2996726,3.168676,0,2,0,73.29119,3.2726293,1.0
01KKW15RMJ1Z4SD4P0EJM3R3AZ,Gavin Arbogast,20.088491,23.333343505859375,57.0,0.78256154,2.4840736,6.1039276,0,4,0,18.870146,2.961402,1.0
01JW6RCB3C34SME8NTKDXVZV8E,George Eliseev,25.998236,27.77777099609375,57.0,0.25348827,2.49267,5.0516987,0,2,0,45.45899,3.1095982,1.0
01KDJBR64WP63311664ABBKE7T,Georges Sousa,18.792341,23.333343505859375,42.0,0.7098444,6.1564307,2.1683369,0,2,0,33.194836,3.1219275,1.0
01K77HSR4PW0RMZ4S8JKF1KYPF,Gerhard Pitzl2,19.018019,21.111114501953125,42.0,0.9337996,3.8835073,6.086104,0,2,0,33.1701,3.1028063,1.0
01KDDJNAAXG7ED7S5YMG83DDRE,Germán Arriaza,19.284855,25.555572509765625,71.0,0.50390804,2.5128803,2.514238,0,2,0,20.520727,2.9979494,1.0
01K6YEARM6DEPHB6BFYMM1CDA5,Gesuilson Diniz Da Silva,19.205187,22.22222900390625,42.0,0.95,4.9321413,5.9801,0,2,0,32.488644,3.1488154,1.0
01KD5Z7CTA0NWSJ773NJV7T17C,Gilberto Cruz,19.273859,23.888885498046875,57.0,0.45840272,1.604893,2.6733,0,2,0,21.962914,2.9897816,1.0
01KDE3GV1ACQANREFYRZMNP5ZJ,Giovani Biava,18.769646,24.4444580078125,84.0,0.74820304,5.3080745,0.6151654,0,2,0,38.364895,3.0958042,1.0
01KDNQKRN2E8QRYA0AZC61H86D,Giovanni Luca Albertella,19.156685,23.888885498046875,-1.0,0.4958695,3.6849854,2.4937847,0,2,0,19.158102,3.1013045,
01JXWN0GBMPRDEFHR5SCJWA77Y,Giovanni Pignanelli,20.263147,38.333343505859375,71.0,0.71384734,3.259,0.8441369,0,3,0,36.751984,3.0743456,
01KDFZT8PNJFBX977H1QKVR0YK,Giuseppe De Cicco,18.58829,23.888885498046875,28.0,0.8393214,6.0293055,2.560481,0,2,0,8.70713,3.0850742,1.0
01KD8HWY645BXFE12KE4XBV760,Giuseppe Marando,19.333319,25.555572509765625,-1.0,0.5054073,1.4838868,1.4658824,0,2,0,39.35123,3.0916688,1.0
01JSANS67P5N8FJA50ZFN87K2Q,Giuseppe Muia,22.034317,33.888885498046875,28.0,0.44109404,3.0194654,2.678033,0,3,0,48.674786,3.1179266,1.0
01KDNF0X3F1TV188TJA6HMPW6B,Giuseppe Runza,18.94635,25.0,57.0,0.5452113,5.0429735,1.398522,0,2,0,13.004529,3.1499398,1.0
01KDG8BGJXTPBHAD6BHPDVVQH6,Greg Doucet,18.941185,24.4444580078125,57.0,0.8234718,5.9782257,0.050416645,0,2,0,14.602373,3.1080132,1.0
01K77FYAPVD9RYZYGTPR8JPY5R,Griffin Carden,20.183344,21.111114501953125,42.0,0.79888517,3.343605,6.055063,0,2,0,35.971035,3.0745518,1.0
01K7F40CQBCHV8ZM78JFGHP6H6,Grigory Mashin,19.313196,21.666656494140625,42.0,0.90400815,5.5790944,0.3882658,0,2,0,36.437805,3.031426,1.0
01K57KDHR01VGWMFMJVSA8312J,Guido Schuit,19.81332,34.4444580078125,,0.93832546,2.2384863,2.0514417,0,3,0,40.099575,3.0526857,1.0
01K74HY3GKVR79JMDH9AGRSGF9,Gunther Lamberts,19.37127,21.111114501953125,15.0,0.95,2.828511,5.418326,0,2,0,23.97188,3.1721048,1.0
01KDJFY7YTNQ5VNB3YPGZWJ4JS,Gustavo Pimenta,18.697575,24.4444580078125,28.0,0.95,4.5588,1.0936543,0,2,0,32.998184,3.0929646,1.0
01K76WMEF0QTCNDEACRGWEQ2AP,Gustavo Spellmeier,19.530254,22.77777099609375,42.0,0.95,3.6942592,4.7221675,0,2,0,21.668463,3.0710113,1.0
01KD8YNE2PVBKS9431ZGX0J34C,György Pozsgai2,18.80722,23.888885498046875,95.0,0.7003281,6.2530212,1.9348333,0,2,0,25.600256,3.0294256,
01KKG2EWTGQY5C1DQB2P1GBYDK,Hamish Curtis,18.847494,18.888885498046875,57.0,0.64344674,0.7306324,1.4756056,0,3,0,8.649927,3.1597736,1.0
01KD7KQMVSZ870E7D35877525K,Hans Van Der Zanden,18.814531,24.4444580078125,57.0,0.6607317,4.738194,1.5807663,0,2,0,29.84963,3.1232617,1.0
01JVR86SHNBH855TN6FP2D7XHN,Hatan Pinheiro Silva,22.170856,23.333343505859375,15.0,0.5588315,1.7772357,2.5597925,0,2,0,45.641285,2.9958537,1.0
01K7C41YJW7C1B7ECDFTJEXM1M,Hayden Lymar,20.602888,23.333343505859375,-1.0,0.7424697,4.3136044,5.401597,0,3,0,14.929432,3.0005474,1.0
01K7FHJN5J1G9W9EF6BXA94WJ5,Heitor Mancini,19.60027,21.666656494140625,57.0,0.7151295,3.6853454,5.5928397,0,2,0,30.38973,3.0930028,1.0
01K57GB0G16BYBVMG1435KKVN4,Heiðar Benediktsson,20.388166,35.555572509765625,71.0,0.70343345,3.2022636,2.4284515,0,3,0,35.469658,3.0778656,1.0
01KDEM0SDCP4ETYPC0WWZFCV4Z,Helgi Tomasson,18.798279,24.4444580078125,42.0,0.76436466,3.52807,1.4505745,0,2,0,39.598656,3.0569732,1.0
01KKTDSC7H62HZ6871K5P91FPZ,Henry Chow,20.34477,30.0,-1.0,0.60601014,2.4664004,5.077636,0,4,0,44.483036,3.165776,1.0
01K7J110CFMR4Z7EWNGZKWNHT3,Heriberto Gonzales,19.676384,21.666656494140625,-1.0,0.85884327,1.6828777,3.0104775,0,3,0,18.360558,3.1469944,1.0
01K7AB6BSNMW17PSTF4YW8KN50,Hristo Kerezov,20.104876,22.77777099609375,57.0,0.8354812,1.9797715,2.0898378,0,2,0,42.14303,3.032145,1.0
01K7DN776BX4F6JFFNASTRSXY0,Hugo Ardissone,18.91712,20.555572509765625,57.0,0.93673533,3.9066358,0.012682613,0,2,0,26.987541,3.1210787,1.0
01KD84BS2431NEGS1AAMT3KK7P,Hugo Paiva,18.91251,24.4444580078125,57.0,0.72272444,4.819469,0.9291722,0,2,0,36.558796,3.064625,1.0
01KDJZ1VHKP1TY33F0K8EAWAET,Humberto Chaves,19.21675,25.0,71.0,0.65130025,5.0759425,4.5809,0,2,0,3.8178024,3.1197853,1.0
01K6TX2QGPJAGQ63S1S98CGEZ2,Hunter Mcdaniel6,19.557041,20.0,42.0,0.8419711,2.4872918,0.6947672,0,2,0,42.636963,3.1050472,1.0
01K896VPBCJ5TP520YAQ744KAG,Huseyin Sarackardesler (P),21.510283,26.666656494140625,57.0,0.5392489,0.61814624,6.1134567,0,1,0,23.974224,3.0717394,1.0
01K689P3ZFJHBFGEQYMMM8YFBK,Ian Fleming4,19.458525,19.4444580078125,42.0,0.95,2.346593,2.3246233,0,3,0,42.412655,3.111306,1.0
